SellerID,GUID,Date,Reference,Customer_Code,Name,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Telephone,Stock_Code,Description,Price_Ex_Vat,Quantity,RepCode,ProductBarCodeID
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,WBNEW1.5L,"W/B Spring Water Still 12x1,5L",104.35,13,1,
VILJOEN,0,2025-07-21,IN-422322,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,WBNEW750,W/B Spring Water Still 12x750ml,91.91,13,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,QU601,aQuelle Litchi 6x500ml,39.9,1,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,QU602,aQuelle Naartjie 6x500ml,39.9,1,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,QU603,aQuelle Strawberry 6x500ml,39.9,1,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,QU605,aQuelle Granadilla 6x500ml,39.9,1,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,QU608,aQuelle Watermelon 6x500ml,39.9,1,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SJ202,Snack a Juice C/Tail S/C 100% 24x500ml,326.73,2,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SJ206,Snack a Juice Litchi S/C 100% 24x500ml,326.73,2,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SWI012,Switch G/Fruit Naartjie VIT C 24x500ml,167.28,2,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,SWI017,Switch Vit C Orange  24x500ml,167.28,2,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,V24BB500,Vita24 Blue Berry 500ml 1x6 pack,102.7,4,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,V24LI500,Vita24 Litchi 500ml 1x6 pack,102.7,4,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,V24PF500,Vita24 Passionfruit 500ml 1x6 pack,102.7,4,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,V24TZ500,Vita24 Tangerine 500ml 1x6 pack,102.7,4,1,
VILJOEN,0,2025-07-21,IN-422323,P605,PIETIE LIEFDE (14 DAYS EFT),125 DORP STRAAT,POLOKWANE,,PHS 125 DORP STRAAT POLOKWANE ,066 277 9162,W130-PHS,Vuka  PHS  Still 24x500ml,95.65,9,1,
VILJOEN,0,2025-07-21,IN-422324,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,B3198,Jungle Energy Bar Peanut Butter 30's,278.26,1,1,
VILJOEN,0,2025-07-21,IN-422324,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,ORB176,Wrigley OTC Orbit Prof White 30,256.2,1,1,
VILJOEN,0,2025-07-21,IN-422324,P3006,MANLANI TRADING ENTERPRISE (PTY)LTD T/A,BROOKS MOTORS,P.O. BOX 2305,POLOKWANE,Cnr Landdros Mare & Rissik Str  Polokwane 0699,015 297 1106,ORB177,Wrigley OTC Orbit Prof Strong Mint 30,256.2,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,B012866,Maynards Mini Babies Disp. 24x60g NEW,258.13,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,B012878,Maynards Wine Gum Duo's 24x60G NEW,258.13,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,B2616,Beacon Nosh Bar 40's,337.26,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,B3386,Maynards Fruit Pastilles 24x60g,258.13,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,B8162,Maynards Liquorice Allsorts Mini 24x75G,258.13,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,ZT201,Taki S/P Stokkies Chilli 20X40G,545.7,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,ZT206,Taki S/P Beef Strips  20X40G,545.7,1,1,
VILJOEN,0,2025-07-21,IN-422325,P434,LIMPOPO FRESH PRODUCE MARKET (PTY)LTD 30,6 KOBALT STREE,SUPERBIA,POLOKWANE,6 KOBALT STREET SUPERBIA POLOKWANE ,015 007 1040,ZT212,Taki S/P Sliced Babmix 20X50G,545.7,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,AIR201,Wrigley Gum Airwave  Menth/Eucyl 30,295.2,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,AIR207,Wrigley Gum Airwaves Lime&Ginger 30,295.2,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,B012610,Maynards Cola Jellies 24 x 100g,426.15,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,B012611,Maynards Summer Drinks Jellies 24 x 100g,426.15,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,B012612,Maynards Rose Jellies 24 x 100g,426.15,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,MEN053,Mentos Gum PF Mint 1x18,144.9,2,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,MEN054,Mentos Gum PF Strawberry 1x18,144.9,2,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,MEN060,Mentos Gum FF Bubble Fresh 60p,237.5,2,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,ZT202,Taki S/P Sliced Beef  20X50G,545.7,1,1,
VILJOEN,0,2025-07-21,IN-422326,P3937,AZWI64(PTY)LTD T/A SASOL JORISSEN 3D EFT,5206 CELTIC MEADOWS,POLOKWANE,,74 DORP STREET POLOKWANE  ,084 778 8118,ZT203,Taki Sliced P/Peri 20x50g,545.7,1,1,
VILJOEN,0,2025-07-21,IN-422327,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,AIR206,Wrigley Gum Airwaves Black Mint 30,295.2,1,1,
VILJOEN,0,2025-07-21,IN-422327,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,LOL10149,Lolilu W/melon Kisses 24x125g,408.96,1,1,
VILJOEN,0,2025-07-21,IN-422327,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,LOL10224,Lolilu Strawberry Kisses 24x75g,218.4,1,1,
VILJOEN,0,2025-07-21,IN-422327,P2384,CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO,P.O. Box 298,,Polokwane,42 Thabo Mbeki Street  Polokwane 0699,015 295 9466,ORB179,Wrigley OTC Orbit Strawberry 30,256.2,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,B012872,Maynards Jelly Jerseys 24x60G NEW,258.13,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,B8507,Jelly Tots Disp 40x41g,313.14,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,C677140,Cadbury Whole Nut Slab 80g 1x12,235.73,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,C677142,Cadbury Fruit&Nut Slab 80g 1x12,235.73,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,C677149,Cadbury Milk Slab 80g 1x12,235.73,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,C8004308,Cadbury 5 Star 32x48.5g,372.66,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,MAR502,M & M Milk Choc Peanut 24x45g,347.28,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,NES003SMA,Nestle Smarties 24x70g,307.21,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SKI002,Skittles Fruit 14x38g,125.58,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SKI003,Skittles Crazy Sour 14x38g,125.58,1,1,
VILJOEN,0,2025-07-21,IN-422328,P3962,MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT,THE GREENERY,54 OOST STR,POLOKWANE,THE GREENERY 54 OOST STREET POLOKWANE ,072 221 8418,SKI004,Skittles Wild Berry 14x38g,125.58,1,1,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,AIR201,Wrigley Gum Airwave  Menth/Eucyl 30,271.58,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,AIR203,Wrigley Gum Airwave  Blackcurrent 30,271.58,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,AIR205,Wrigley Gum Airwave  Cherry Menthol 30,271.58,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,AIR206,Wrigley Gum Airwaves Black Mint 30,271.58,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,AIR207,Wrigley Gum Airwaves Lime&Ginger 30,271.58,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012610,Maynards Cola Jellies 24 x 100g,457.3,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012611,Maynards Summer Drinks Jellies 24 x 100g,457.3,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012612,Maynards Rose Jellies 24 x 100g,457.3,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012862,Maynards Mini Jubes Disp 24x60G NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012863,Maynards Mini Teddies Disp. 24x60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012866,Maynards Mini Babies Disp. 24x60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012871,Maynards Orig W/Gums Disp 24x60G NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012872,Maynards Jelly Jerseys 24x60G NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012874,Maynards Yoghurt Gums 24x60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012875,Maynards Dessert Starlight Jellies 24 x 60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012876,Maynards Red & Black Berry Disp 24x60G NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012877,Maynards Sweet & Sour Jubes Disp 24x60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012878,Maynards Wine Gum Duo's 24x60G NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B012887,Maynards Sour Babies 24 X 60g NEW,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B1955,Jungle Energy Bar Yoghurt 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B1956,Jungle Energy Bar Nuts 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B1957,Jungle Energy Bar Berries 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B2151,Maynards Fruit Jelly Beans Disp. 24x60g,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B2340,Jungle Energy Bar Nut Dark Chocolate 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B2341,Jungle Energy Bar Milk Chocolate 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B3198,Jungle Energy Bar Peanut Butter 30's,270.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B3215,Maynards Fruit Flav Dual Jellies 24x60G,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B3386,Maynards Fruit Pastilles 24x60g,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B8162,Maynards Liquorice Allsorts Mini 24x75G,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B8171,Maynards Mint Imperial  24x75G,228.52,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B8530,Wilson XXX Lozengers Mint 48x31.2g,169.17,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,B8531,Wilson XXX Lozengers Musk 48x31.2g,169.17,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,C680588,Stimorol Infinity Berry Party 1x12,202.61,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MAR101,Snickers Bars 24x50g,290.57,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MAR103,Snickers Bar Twin Pack 24x (40gx2),380.16,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MAR201,Twix Bars 25x50g,302.68,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MAR401,Mars Bars 24x51g,290.57,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MEN080,Mentos Incr Chew Stick Straw 10pc 12X47G,120.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MEN081,Mentos Incr Chew Stick Pas/Fruit 10pc 12X47G,120.0,1,3,
VILJOEN,0,2025-07-21,IN-422329,P502,BLACK PHOENIX HOLDINGS PTY LTD  S 7DAYS,P.O.BOX 392,PLATINUM PARK,POLOKWANE,SHELL NI HIGHWAY SOUTH PTN39 D/H FARM  ,072 457 9667,MEN082,Mentos Incr Chew Stick P/Apple 10pc 12X47G,120.0,1,3,
